Title,Length,Date,Time,Source,Content,Author
KOMMENTAR; Die Corona-Fehler endlich aufarbeiten!,140 words,26 January 2023,BILD,ZBILD,"['Es ist erstaunlich, wie viele Politiker und Experten im Nachhinein Schulschließungen während der Corona-Pandemie kritisieren.', 'Besser spät als nie, könnte man sagen.', 'Aber es ist eine Verklärung der eigenen Rolle, wenn der scheidende RKI-Chef Wieler sagt, sein Institut habe stets Alternativen zu Schulschließungen angeboten. Zur Wahrheit gehört: Wieler zeichnete in seinen wöchentlichen Pressekonferenzen ein düsteres Bild der Lage. Er forderte z. B. im April 2021, Schulen nicht erst bei Inzidenz 200 zu schließen, sondern früher.', 'Heute betonen alle damals Beteiligten: Kinder und Jugendliche hätten am meisten in der Pandemie gelitten. Aber niemand will verantwortlich sein.', 'Das ist an Scheinheiligkeit nicht zu überbieten!', 'Wir brauchen nun echte Aufklärung. Das kann z. B. ein Untersuchungsausschuss im Bundestag machen.', 'Nur wenn Fehler aufgearbeitet werden, kann man daraus lernen. Die Kinder und Jugendlichen haben Ehrlichkeit verdient.']",
KOMMENTAR; Endlich Schluss mit der Panzer-Blockade!,167 words,25 January 2023,BILD,ZBILD,"['JOHANNES BOIE', 'Nach monatelangem Hin und Her hat sich der Bundeskanzler dazu entschlossen, deutsche Kampfpanzer in die Ukraine zu schicken.', 'Diese Entscheidung kommt (zu) spät. Aber sie ist richtig!', 'Jeden Tag ermorden Russen Ukrainer. Kinder, Frauen, Männer. Die Ukraine wehrt sich heldenhaft, hat aber zu wenig, zu schwache Waffen! Die Ukrainer verteidigen auch unsere Freiheit, denn Putin hat oft klar gemacht: Erobert er die Ukraine, sind danach weitere Länder an der Reihe. Auch uns droht der Diktator.', 'Ein wichtiger, sehr ranghoher deutscher Soldat sagte mir schon vor Monaten: ""Jede deutsche Waffe, die die Ukrainer abfeuern, müssen wir nicht irgendwann selbst abfeuern.""', 'Abgesehen davon gilt: Es kann nicht sein, dass im 21. Jahrhundert ein Land einfach ein anderes Land überfällt. Da muss die Gemeinschaft aller Staaten dagegenhalten. Und Deutschland muss gemeinsam mit anderen seinen Teil zur Gegenwehr beitragen. Gut, dass der Bundeskanzler seine Blockade aufgibt.', 'Mögen die Leopard-Panzer vielen Unschuldigen das Leben retten, indem sie Putins Terrortruppen verjagen!']",Johannes Boie
KOMMENTAR; Stoppt die Klima-Eiferer!,163 words,24 January 2023,BILD,ZBILD,"['PETER TIEDE', 'Angriff der Klima-Kleber: Die Chaoten der ""Letzten Generation"" wollen jetzt nicht mehr nur in einigen Städten den Verkehr lahmlegen - nein, ganz Deutschland soll dran glauben: Ihre Sabotage wollen sie ""in jede Stadt und jedes Dorf tragen mit immer mehr Menschen"".', 'Eine Truppe mit religiösem Eifer und dem Tonfall eines Rollkommandos glaubt wirklich, uns alle als Geisel nehmen zu können.', 'Mit dieser Selbstermächtigung dürfen die selbst ernannten Weltenretter nicht durchkommen!', 'Seit Monaten erpressen die Klima-Chaoten die Bundesregierung, wollen allen Ernstes Verhandlungen. Sie halten sich nicht an demokratische Regeln, melden nicht eine Demo an. Sie pfeifen auf den Rechtsstaat und auf die Menschen in diesem Land.', 'Es wird Zeit, dass diesen von einer reichen Nobel-Clique gesponserten Weltuntergangs-Jüngern die Grenze aufgezeigt wird. Wer zum Großangriff auf unseren Alltag bläst, dem müssen Polizei und Justiz mit allen Mitteln und aller Härte des Rechtsstaates entgegentreten.', 'In jeder Stadt, in jedem Dorf und zu jeder Zeit!']",Peter Tiede
"KOMMENTAR; Dieter, das geht zu weit!",183 words,24 January 2023,BILD,ZBILD,"['ZARA RIFFLER', 'Der DSDS-Juror Dieter Bohlen ist bekannt für seine fiesen Sprüche. Aber einer Frau vor Millionen-Publikum an den Kopf zu werfen, ""hast du nur Abi und dich durchnudeln lassen"" - das geht zu weit!', 'Dieses Macho-Getue braucht keiner. Die Dieters dieser Welt nehmen sich heraus, über das Sexleben von Frauen urteilen zu dürfen ... aber Männer dürfen machen, was sie wollen?', 'Falsch: Wir Frauen können tun, was wir wollen, so oft wir wollen, mit wem wir wollen. Es geht keinen Menschen etwas an. Außer, wir wollen das! In Bohlens alter Männerwelt ist das noch nicht angekommen.', 'Hätte Bohlen seine dumme Frage auch einem Mann gestellt? Niemals! Dasselbe gilt für Pietro Lombardi: Es geht ihn überhaupt nichts an, ob eine Frau mit vielen oder wenigen oder mit keinem Mann geschlafen hat.', 'Die Fünfziger sind vorbei, Leute, ihr habt euch im Jahrzehnt geirrt! Und mal abgesehen vom Sexismus: Wer Frauen oder auch Männer in einem lustigen Unterhaltungsformat zum Weinen bringt, hat keinen Anstand und auch kein Gespür.', 'Und sollte am besten mal die Klappe halten ...']",ZARA RIFFLER 
KOMMENTAR; Bitte keine Ideologie im Klassen-raum!,124 words,23 January 2023,BILD,ZBILD,"['ZARA RIFFLER', 'Schon länger geistert durch den Biologie-Unterricht in zahlreichen Schulen, dass es mehr als zwei Geschlechter gibt. Dass Lehrmaterialien nun Schülern der 6. Klasse eine Geschlechtsumwandlung empfehlen, wenn sie sich im ""falschen Körper"" fühlen, geht einfach zu weit.', 'Und am Bildungsauftrag von Schulen einfach vorbei!', 'Aufklärung ist wichtig. Sie muss altersgerecht in den Klassenräumen stattfinden.', 'Problematisch wird es, wenn im Unterricht die Ideologie dazukommt. Und Kinder überfordert werden.', 'Es ist absurd zu glauben, dass unsere Kinder nicht in der Lage sind, ihr Geschlecht selbst zu finden. Dafür brauchen sie weder Gender-Gaga noch Gender-Sterne. Schule sollte nicht zu einer Ideologiestätte verkommen! Sondern sollte unsere Kinder auf das Leben vorbereiten: neutral und aufklärend.']",ZARA RIFFLER 
KOMMENTAR; Weg mit dieser Steuer!,151 words,21 January 2023,BILD,ZBILD,"['JAN W. SCHÄFER', 'Die Angestellten des Staates werden im Volksmund auch Staatsdiener genannt. Zu Recht: Sie sollen für die Bürger da sein und ihnen - wo es geht - das Leben erleichtern.', 'Leider ist jedoch oft genau das Gegenteil der Fall! So wie bei der neuen Grundsteuer.', 'Was Landesregierungen und Staatsdiener Millionen Bürgern zumuten, ist eine Frechheit! Sie fordern Daten und Dokumente an, die sich die Bürger mühsam zusammensuchen müssen - obwohl den Ämtern alles bereits vorliegt.', 'Das hat mit Dienen nichts zu tun, mit Gängeln aber sehr viel. Und ist eines modernen Staates unwürdig.', 'Das Beste wäre ohnehin, die Grundsteuer komplett zu kippen. Sie stammt aus einer Zeit, in der es so gut wie keine anderen Steuern gab.', 'Das ist heute völlig anders!', 'Politiker warnen oft davor, dass Bürger Vertrauen in den Staat verlieren. Wer so viel Grundsteuer-Murks verzapft, muss sich darüber nicht wundern.']",Jan W. Schäfer
KOMMENTAR; Scholz isoliert uns!,189 words,20 January 2023,BILD,ZBILD,"['JOHANNES BOIE', 'Deutschland hat seit vielen Jahrzehnten enge Freunde auf der Weltkugel. Willy Brandt hat sich um Polen bemüht, Helmut Kohl unsere Freundschaft mit Frankreich zementiert …', 'Egal, ob ein Kanzler Sozialdemokrat oder Konservativer war, alle haben sie versucht, Deutschlands Ansehen und Freundschaften in der Welt zu mehren.', 'Alle - außer Olaf Scholz.', 'Sein fortgesetzter Eiertanz bei den Waffenlieferungen an die Ukraine ließ unsere Freunde erst die Stirn runzeln, dann ungläubig staunen. Mittlerweile nehmen mehrere Regierungen Deutschland schlicht nicht mehr für voll.', 'Scholz\' Ausreden, keine Kampfpanzer zu schicken, kann man kaum noch ernst nehmen! Heute beim ""Ukraine-Treffen"" muss er liefern.', 'Denn Amerikaner, Schweden, Franzosen, Polen, Engländer, Letten, Finnen und viele mehr sind alle vereint, nur Deutschland nicht. Wir verlieren Verbündete, sind zunehmend isoliert! Sollten nach diesem Trauerspiel jemals WIR Hilfe benötigen, dann gnade uns Gott …', 'Keine Waffen an die Ukraine zu liefern, bedeutet auch, dass der Kanzler für Deutschland nicht ""liefert"".', 'PS: Das gleiche Trauerspiel mit dem Atomkraft-Ausstieg. Im Ausland gibt es NULL Mitleid für unsere Energiepreise. Warum schalten wir als fast einzige unsere tollen Atomkraftwerke ab? Scholz meint, er wisse es besser …']",Johannes Boie
KOMMENTAR; Obergrenze wichtiger denn je!,130 words,19 January 2023,BILD,ZBILD,"['FLORIAN KAIN', 'Es ist mehr als vier Jahre her, dass die Große Koalition die Obergrenze für Migration beschloss.', 'Damals - 2018 - lag die Nettozuwanderung an Asylbewerbern laut Bundesregierung bei 164000 Menschen.', 'Im vergangenen Jahr waren es viel mehr - nämlich 217000 Asylbewerber. Heißt: Die Lage ist so dramatisch wie lange nicht.', 'Deshalb ist es erstaunlich, dass in der Ampel-Regierung bislang keiner etwas von einer neuen Obergrenze wissen will. Doch Wegducken gilt nicht! Deutschlands Kommunen sind jetzt schon am Limit.', 'Die Innenexperten der CDU/CSU machen also eine wichtige Debatte wieder auf. Und sie muss jetzt geführt werden: Wo sind die Grenzen unserer Aufnahmefähigkeit für Asylbewerber?', 'Es ist ein Armutszeugnis für SPD-Innenministerin Nancy Faeser, wenn sie diese Frage nur mit ""Kein Kommentar"" beantworten lässt.']",Florian Kain
KOMMENTAR; Jetzt wird es unbequem für Scholz,142 words,18 January 2023,BILD,ZBILD,"['Mit der Entscheidung für Boris Pistorius als neuen Verteidigungsminister schreddert der Kanzler seine Zusage, dass in seinem Kabinett so viel Frauen wie Männer sitzen werden.', 'Die Not von Olaf Scholz war so groß, dass seine eigenen Worte nicht mehr zählten. Klar ist: Mit der Lambrecht-Nachfolge darf der Kanzler keinen weiteren Fehler machen!', 'Scholz brauchte einen bulligen Typen, der den richtigen Ton bei den Soldaten trifft. Einen, der durchsetzungsstark ist, der Ahnung von Sicherheitspolitik hat, der die Bundeswehr kennt. Und der seine Politik gut erklären kann.', 'Pistorius hat zumindest in Niedersachsen bewiesen, dass er das kann!', 'Dafür nimmt Scholz auch in Kauf, dass der Neue für ihn unbequemer wird. Pistorius wird dafür sorgen, dass Verteidigungspolitik jetzt weniger im Kanzleramt und dafür wieder mehr im Verteidigungsministerium gemacht wird.', 'Das ist eine gute Nachricht für die Truppe.']",
KOMMENTAR; WDR macht sich zum Aktivisten-Funk!,136 words,17 January 2023,BILD,ZBILD,"['ZARA RIFFLER', 'Mit Dreck, Steinen und Molotow-Cocktails wurden Polizisten in Lützerath von vermeintlichen ""Aktivisten"" angegriffen.', 'Gerade hier müssten Gesetzeshüter auf ausgewogene Berichte des öffentlich-rechtlichen Rundfunks zählen können.', 'Doch der sendet ein Pressestatement der Aktivisten Greta Thunberg und Luisa Neubauer unkommentiert. Heißt: Selbstinszenierung!', 'Wieder einmal hat der Rundfunk bewiesen, dass er zum Aktivisten-Funk verkommt: Im WDR durfte eine Sanitäterin - die in Wirklichkeit Aktivistin und Mitglied der Grünen Jugend ist - den Polizisten ohne Prüfung oder Beweise Gewalt vorwerfen! Obendrein waren in der ARD-Talkshow Anne Will gleich vier grünlastige Gäste geladen.', 'Ausgewogenheit: Fehlanzeige. Luisa Neubauer durfte die Falschbehauptung verbreiten, Deutschland wäre im Jahr 2023 ""Hauptverursacher der Klimakrise"".', 'Es ist nicht Rundfunk-Auftrag, grünen Positionen den roten Medienteppich auszurollen. Die Gebührenzahler zahlen nicht für einen grünen Aktivistenfunk.']",ZARA RIFFLER 
KOMMENTAR; Weglächeln ist respektlos!,167 words,16 January 2023,BILD,ZBILD,"['PAUL RONZHEIMER', 'Für das Rücktritts-Desaster um Christine Lambrecht trägt alleine Olaf Scholz die Verantwortung!', 'Wie kann es sein, dass der Kanzler nicht spätestens seit dem peinlichen Silvester-Video von Lambrecht einen Plan für die Nachfolge hat, der sofort verkündet werden kann?', 'Wie ist es möglich, dass der Kanzler Deutschland und die Welt so lange im Unklaren darüber lässt, wer künftig für unsere Truppe verantwortlich ist?', 'Wenn Scholz den Deutschen eines versprochen hat, dann ist es ""ruhiges Regieren"".', 'Aber jetzt müssen sich die Deutschen Sorgen machen! Und zwar über die Urteilskraft eines Kanzlers, der erst die falsche Ministerin berief, sie dann viel zu lange weitermachen ließ - und dann auch noch den Rücktritt verstolpert.', 'Wenn der Kanzler tagelang so tut, als sei eigentlich gar nichts geschehen und jede Frage nach Lambrecht weglächelt, dann ist das respektlos gegenüber den Bürgern.', 'Es mag Scholz nicht gefallen, dass der Rücktritt von Lambrecht durch BILD vorab vermeldet wurde, aber er muss sich jetzt endlich dazu verhalten.']",Paul Ronzheimer
"KOMMENTAR; Respekt, Frau Lambrecht",149 words,14 January 2023,BILD,ZBILD,"['PAUL RONZHEIMER', 'Es kommt nicht häufig vor, dass Politiker - zumal Minister - selbst zu der Erkenntnis kommen, dass ein Rücktritt für sie unvermeidlich ist.', 'Anders Christine Lambrecht: Sie hat eingesehen, dass es im Verteidigungsministerium einen Neuanfang braucht. Damit stellt sie ihre eigenen Ambitionen zurück - und erweist Deutschland einen Dienst.', 'Das verdient Respekt!', 'Bundeskanzler Olaf Scholz darf jetzt bei der Nachfolger-Suche nicht den gleichen Fehler machen wie 2021, als er Lambrecht berief. Es war damals klar, dass sich Lambrecht in militärischen Fragen nicht auskennt.', 'Wenn Scholz jetzt erneut den Fokus vor allem darauf legt, nach Quote auszusuchen und nicht nach Qualifi kation, wird es für den Kanzler selbst gefährlich. Die angekündigte ""Zeitenwende"" bei der Bundeswehr ist DAS Scholz-Projekt. Der Ukraine-Krieg geht ins zweite Jahr - und Deutschlands Rolle wird dabei immer wichtiger.', 'Eine weitere Fehlbesetzung im Amt kann sich der Kanzler nicht leisten!']",Paul Ronzheimer
